"No"	"Study_ID"	"Sample_No"	"Sample_NoR"	"Reference"	"Publication_Year"	"Publication_Type"	"Design_for_Effect_Size"	"Effect_Size_Design_Code"	"Study_Design_Code"	"Experiment_Dummy"	"PrePost_within_Experiment_Dummy"	"Treatment_PrePost_Dummy"	"Control_PrePost_Dummy"	"Control_Random_Assignment_Dummy"	"Pharmacologic_vs._Psychosocial_intervention"	"Intervention_Type_Code"	"Clinical_vs._Nonclinical"	"Sample_Type_Code"	"Intervention_Type"	"Intervention_Type_recode"	"Ongoing_Patient_Dummy"	"Pharmacological_Intervention_Dummy"	"CognitiveBehavioral_Therapy_Dummy"	"SupportiveHumanistic_Therapy_Dummy"	"Psychoanalytic_Therapy_Dummy"	"Hospitalization_NOS_Dummy"	"Mixed_Interventionn_Dummy"	"Other_Dummy"	"Client_mean_age"	"Sample_size"	"Male_N"	"Female_N"	"FemaleP"	"Overall_N"	"Treatment_N"	"Control_N"	"Full_Sample_Dummy"	"Longitudinal_Study_Dummy"	"Full_with_different_Followup_length"	"ExperimentControl_PrePost_Subsample_different_length_not_included"	"Subsample_responders"	"Subsample_nonresponders"	"Notes_on_Sample"	"Duration_of_intervention_weeks"	"Duration_of_Intervention"	"Followup_time"	"Followup_time_code"	"Long_term_followup"	"Personality_measure_used"	"Personality_domain_assessed"	"Direction"	"Direction_sign"	"N"	"E"	"O"	"A"	"C"	"Total_Scale"	"Client_type"	"Disorder_type"	"Disorder_Type_code"	"depression_dummy"	"anxiety_dummy"	"personaliity_disorder_dummy"	"eating_disorder_dummy"	"substance_use_dummy"	"mixed_disorders_dummy"	"other_dummy"	"Pretest_Control_Mean"	"Pretest_SD"	"Posttest_Treatment_Mean"	"Posttest_SD"	"Effect_Size_Cohens_d"	"Effect_Size_correct_direction"	"Effect_Size_recomputed"	"Effect_Size_recomputed_correct_direction"	"pvalue"	"Reliability_of_Criterion"	"Sample_SD_of_criterion"	"Population_SD_of_criterion"	"d_to_r"	"corrected_r"	"Corrected_Effect_Size_d"	"Notes"
"450"	450	29	57	60	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	22	22	22	0	0	0	0	0	0	"Fluoxetine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Persistence"	"+"	1	0	1	0	0	1	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"4.7"	"1.5"	"4.8"	"2.2999999999999998"	0.0666666666666664	0.0666666666666664	0.0666666666666664	0.0666666666666664	NA	NA	1.94164878389476	NA	0.0333148302326384	NA	0.0666666666666664	NA
"451"	451	29	57	60	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	22	22	22	0	0	0	0	0	0	"Fluoxetine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Self-directedness"	"+"	1	1	0	0	0	1	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"23.1"	"5.7"	"28.3"	"10"	0.912280701754386	0.912280701754386	0.912280701754386	0.912280701754386	NA	NA	8.13910314469598	NA	0.415005179923163	NA	0.912280701754386	NA
"452"	452	29	57	60	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	22	22	22	0	0	0	0	0	0	"Fluoxetine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Cooperativeness"	"+"	1	0	0	0	1	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"27.4"	"3.9"	"37.1"	"11"	2.48717948717949	2.48717948717949	2.48717948717949	2.48717948717949	NA	NA	8.2525753556087	NA	0.779298739590703	NA	2.48717948717949	NA
"453"	453	29	57	60	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	22	22	22	0	0	0	0	0	0	"Fluoxetine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Self-transcendence"	"+"	1	0	0	0	0	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"21.4"	"5.3"	"18.7"	"4.5"	-0.509433962264151	-0.509433962264151	-0.509433962264151	-0.509433962264151	NA	NA	4.91629942131274	NA	-0.246835382003084	NA	-0.509433962264151	NA
"454"	454	29	58	61	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	20	20	20	0	0	0	0	0	0	"Imipramine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Novelty seeking"	"+"	1	0	0	0	0	1	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"20.399999999999999"	"3.4"	"18.399999999999999"	"7.8"	-0.588235294117647	-0.588235294117647	-0.588235294117647	-0.588235294117647	NA	NA	6.01664358259653	NA	-0.28216632399155	NA	-0.588235294117647	NA
"455"	455	29	58	61	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	20	20	20	0	0	0	0	0	0	"Imipramine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Harm avoidance"	"-"	-1	1	1	0	0	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"21.9"	"4.0999999999999996"	"23.1"	"7.3"	0.292682926829269	-0.292682926829269	0.292682926829269	-0.292682926829269	NA	NA	5.92030404624627	NA	-0.144799180117186	NA	-0.292682926829269	NA
"456"	456	29	58	61	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	20	20	20	0	0	0	0	0	0	"Imipramine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Reward dependence"	"+"	1	0	0	0	1	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"10.8"	"2.6"	"14.8"	"3.6"	1.53846153846154	1.53846153846154	1.53846153846154	1.53846153846154	NA	NA	3.14006369362152	NA	0.609710760849692	NA	1.53846153846154	NA
"457"	457	29	58	61	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	20	20	20	0	0	0	0	0	0	"Imipramine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Persistence"	"+"	1	0	1	0	0	1	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"4.4000000000000004"	"1.7"	"5.8"	"1.7"	0.823529411764706	0.823529411764706	0.823529411764706	0.823529411764706	NA	NA	1.7	NA	0.380749805254295	NA	0.823529411764706	NA
"458"	458	29	58	61	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	20	20	20	0	0	0	0	0	0	"Imipramine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Self-directedness"	"+"	1	1	0	0	0	1	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"21.1"	"4.5999999999999996"	"24.9"	"9.1999999999999993"	0.826086956521739	0.826086956521739	0.826086956521739	0.826086956521739	NA	NA	7.27323861838727	NA	0.381760154419793	NA	0.826086956521739	NA
"459"	459	29	58	61	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	20	20	20	0	0	0	0	0	0	"Imipramine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Cooperativeness"	"+"	1	0	0	0	1	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"25.7"	"3.9"	"39.1"	"7.3"	3.43589743589744	3.43589743589744	3.43589743589744	3.43589743589744	NA	NA	5.85234995535981	NA	0.864246375176079	NA	3.43589743589744	NA
"460"	460	29	58	61	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic (antidepressants)"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	20	20	20	0	0	0	0	0	0	"Imipramine group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Self-transcendence"	"+"	1	0	0	0	0	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"18.899999999999999"	"5.6"	"19.8"	"4.3"	0.160714285714286	0.160714285714286	0.160714285714286	0.160714285714286	NA	NA	4.99249436654665	NA	0.0800989487081975	NA	0.160714285714286	NA
"461"	461	29	59	62	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"0"	"clinical"	2	NA	"placebo control"	0	0	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	23	23	23	0	0	0	0	0	0	"Placebo group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Novelty seeking"	"+"	1	0	0	0	0	1	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"21.9"	"3.9"	"17.899999999999999"	"6.8"	-1.02564102564103	-1.02564102564103	-1.02564102564103	-1.02564102564103	NA	NA	5.54301362076623	NA	-0.456316647596275	NA	-1.02564102564103	NA
"462"	462	29	59	62	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"0"	"clinical"	2	NA	"placebo control"	0	0	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	23	23	23	0	0	0	0	0	0	"Placebo group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Harm avoidance"	"-"	-1	1	1	0	0	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"23.3"	"3"	"22.7"	"7.1"	-0.2	0.2	-0.2	0.2	NA	NA	5.45022935297222	NA	0.0995037190209992	NA	0.2	NA
"463"	463	29	59	62	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"0"	"clinical"	2	NA	"placebo control"	0	0	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	23	23	23	0	0	0	0	0	0	"Placebo group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Reward dependence"	"+"	1	0	0	0	1	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"11.3"	"2.2999999999999998"	"15"	"4"	1.60869565217391	1.60869565217391	1.60869565217391	1.60869565217391	NA	NA	3.26266762021509	NA	0.626758644816506	NA	1.60869565217391	NA
"464"	464	29	59	62	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"0"	"clinical"	2	NA	"placebo control"	0	0	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	23	23	23	0	0	0	0	0	0	"Placebo group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Persistence"	"+"	1	0	1	0	0	1	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"5"	"1.5"	"3.8"	"1.6"	-0.8	-0.8	-0.8	-0.8	NA	NA	1.55080624192708	NA	-0.371390676354104	NA	-0.8	NA
"465"	465	29	59	62	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"0"	"clinical"	2	NA	"placebo control"	0	0	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	23	23	23	0	0	0	0	0	0	"Placebo group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Self-directedness"	"+"	1	1	0	0	0	1	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"22.7"	"6"	"23.8"	"10.199999999999999"	0.183333333333334	0.183333333333334	0.183333333333334	0.183333333333334	NA	NA	8.36779540858881	NA	0.0912839495849539	NA	0.183333333333334	NA
"466"	466	29	59	62	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"0"	"clinical"	2	NA	"placebo control"	0	0	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	23	23	23	0	0	0	0	0	0	"Placebo group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Cooperativeness"	"+"	1	0	0	0	1	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"26.9"	"5.3"	"39"	"7.7"	2.28301886792453	2.28301886792453	2.28301886792453	2.28301886792453	NA	NA	6.6098411478643	NA	0.752191475673616	NA	2.28301886792453	NA
"467"	467	29	59	62	"Agosti, McGrath (2002)"	2002	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"0"	"clinical"	2	NA	"placebo control"	0	0	0	0	0	0	0	0	"41.6"	"20 treated with Imipramine, 22 treated with Fluoxetine, 23 with Placebo"	"55 (entered)"	"99 (entered)"	64	23	23	23	0	0	0	0	0	0	"Placebo group"	"10 weeks"	10	"8 weeks"	0	0	"Temperament and Character Inventory (TCI; Cloninger et al., 1987)"	"Self-transcendence"	"+"	1	0	0	0	0	0	0	"outpatients"	"Major depression - atypical depression"	1	1	0	0	0	0	0	0	"21.3"	"5.6"	"21.1"	"4.0999999999999996"	-0.0357142857142856	-0.0357142857142856	-0.0357142857142856	-0.0357142857142856	NA	NA	4.90764709407675	NA	-0.0178542964168829	NA	-0.0357142857142856	NA
"1712"	1759	167	277	273	"Agras, Walsh, Fairburn, Wilson, & Kraemer (2000)"	2000	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavioral therapy (CBT) / interpersonal psychotherapy (IPT)"	"CBT"	0	0	1	0	0	0	0	0	"28.1"	"CBT: 110 participated, data were available for 65; IPT: 110 participated, data were available for 64"	NA	NA	NA	65	65	65	NA	NA	NA	NA	NA	NA	"participants in CBT"	"19 sessions over 20 weeks"	20	"immediate after"	0	0	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Bulimia nervosa"	4	0	0	0	1	0	0	0	"1.6"	"0.6"	"1.1000000000000001"	"0.6"	NA	NA	-0.833333333333333	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA
"1713"	1760	167	277	273	"Agras, Walsh, Fairburn, Wilson, & Kraemer (2000)"	2000	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavioral therapy (CBT) / interpersonal psychotherapy (IPT)"	"CBT"	0	0	1	0	0	0	0	0	"28.1"	"CBT: 110 participated, data were available for 65; IPT: 110 participated, data were available for 65"	NA	NA	NA	65	65	65	NA	NA	NA	NA	NA	NA	"participants in CBT"	"19 sessions over 20 weeks"	20	"4 months"	1	0	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Bulimia nervosa"	4	0	0	0	1	0	0	0	"1.6"	"0.6"	"1"	"0.7"	NA	NA	-1	1	NA	NA	NA	NA	NA	NA	NA	NA
"1714"	1761	167	277	273	"Agras, Walsh, Fairburn, Wilson, & Kraemer (2000)"	2000	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavioral therapy (CBT) / interpersonal psychotherapy (IPT)"	"CBT"	0	0	1	0	0	0	0	0	"28.1"	"CBT: 110 participated, data were available for 65; IPT: 110 participated, data were available for 66"	NA	NA	NA	65	65	65	NA	NA	NA	NA	NA	NA	"participants in CBT"	"19 sessions over 20 weeks"	20	"8 to 12 months"	2	1	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Bulimia nervosa"	4	0	0	0	1	0	0	0	"1.6"	"0.6"	"1.1000000000000001"	"0.7"	NA	NA	-0.833333333333333	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA
"1715"	1762	167	278	274	"Agras, Walsh, Fairburn, Wilson, & Kraemer (2000)"	2000	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavioral therapy (CBT) / interpersonal psychotherapy (IPT)"	"interpersonal"	0	0	0	1	0	0	0	0	"28.1"	"CBT: 110 participated, data were available for 65; IPT: 110 participated, data were available for 67"	NA	NA	NA	64	64	64	NA	NA	NA	NA	NA	NA	"participants in IPT"	"19 sessions over 20 weeks"	20	"immediate after"	0	0	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Bulimia nervosa"	4	0	0	0	1	0	0	0	"1.5"	"0.5"	"1.1000000000000001"	"0.5"	NA	NA	-0.8	0.8	NA	NA	NA	NA	NA	NA	NA	NA
"1716"	1763	167	278	274	"Agras, Walsh, Fairburn, Wilson, & Kraemer (2000)"	2000	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavioral therapy (CBT) / interpersonal psychotherapy (IPT)"	"interpersonal"	0	0	0	1	0	0	0	0	"28.1"	"CBT: 110 participated, data were available for 65; IPT: 110 participated, data were available for 68"	NA	NA	NA	64	64	64	NA	NA	NA	NA	NA	NA	"participants in IPT"	"19 sessions over 20 weeks"	20	"4 months"	1	0	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Bulimia nervosa"	4	0	0	0	1	0	0	0	"1.5"	"0.5"	"1"	"0.6"	NA	NA	-1	1	NA	NA	NA	NA	NA	NA	NA	NA
"1717"	1764	167	278	274	"Agras, Walsh, Fairburn, Wilson, & Kraemer (2000)"	2000	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavioral therapy (CBT) / interpersonal psychotherapy (IPT)"	"interpersonal"	0	0	0	1	0	0	0	0	"28.1"	"CBT: 110 participated, data were available for 65; IPT: 110 participated, data were available for 69"	NA	NA	NA	64	64	64	NA	NA	NA	NA	NA	NA	"participants in IPT"	"19 sessions over 20 weeks"	20	"8 to 12 months"	2	1	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Bulimia nervosa"	4	0	0	0	1	0	0	0	"1.5"	"0.5"	"1"	"0.6"	NA	NA	-1	1	NA	NA	NA	NA	NA	NA	NA	NA
"1121"	1168	91	156	152	"Agüera, Krug, Sànchez, Granero, Peñelo, Penas-Lledó, Jiménez-Murcia, Menchón, & Fernández-Aranda (2012)"	2012	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavior therapy"	"CBT"	0	0	1	0	0	0	0	0	"23.7"	"100"	"0"	"100"	100	100	100	100	NA	NA	NA	NA	NA	NA	"patients with purging bulimia nervosa"	"22 weeks"	22	"immediate after"	0	0	"Temperament and Character Inventory-Revised (TCI-R)"	"Novelty seeking"	"+"	1	0	0	0	0	1	0	"outpatients"	"Purging bulimia nervosa"	4	0	0	0	1	0	0	0	"105.5"	"15.1"	"104.8"	"13.7"	NA	NA	-0.0463576158940399	-0.0463576158940399	"0.56200000000000006"	"0.87 (Cronbach's a)"	NA	NA	NA	NA	NA	"p-value: ANOVA for mean difference adjusted by age and baseline"
"1122"	1169	91	156	152	"Agüera, Krug, Sànchez, Granero, Peñelo, Penas-Lledó, Jiménez-Murcia, Menchón, & Fernández-Aranda (2012)"	2012	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavior therapy"	"CBT"	0	0	1	0	0	0	0	0	"23.7"	"100"	"0"	"100"	100	100	100	100	NA	NA	NA	NA	NA	NA	"patients with purging bulimia nervosa"	"22 weeks"	22	"immediate after"	0	0	"Temperament and Character Inventory-Revised (TCI-R)"	"Harm avoidance"	"-"	-1	1	1	0	0	0	0	"outpatients"	"Purging bulimia nervosa"	4	0	0	0	1	0	0	0	"118.8"	"22.1"	"114.6"	"22.5"	NA	NA	-0.190045248868778	0.190045248868778	"1.6E-2"	"0.87 (Cronbach's a)"	NA	NA	NA	NA	NA	"p-value: ANOVA for mean difference adjusted by age and baseline"
"1123"	1170	91	156	152	"Agüera, Krug, Sànchez, Granero, Peñelo, Penas-Lledó, Jiménez-Murcia, Menchón, & Fernández-Aranda (2012)"	2012	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavior therapy"	"CBT"	0	0	1	0	0	0	0	0	"23.7"	"100"	"0"	"100"	100	100	100	100	NA	NA	NA	NA	NA	NA	"patients with purging bulimia nervosa"	"22 weeks"	22	"immediate after"	0	0	"Temperament and Character Inventory-Revised (TCI-R)"	"Reward dependence"	"+"	1	0	0	0	1	0	0	"outpatients"	"Purging bulimia nervosa"	4	0	0	0	1	0	0	0	"103.3"	"17.5"	"105.9"	"15.6"	NA	NA	0.148571428571429	0.148571428571429	"1.6E-2"	"0.87 (Cronbach's a)"	NA	NA	NA	NA	NA	"p-value: ANOVA for mean difference adjusted by age and baseline"
"1124"	1171	91	156	152	"Agüera, Krug, Sànchez, Granero, Peñelo, Penas-Lledó, Jiménez-Murcia, Menchón, & Fernández-Aranda (2012)"	2012	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavior therapy"	"CBT"	0	0	1	0	0	0	0	0	"23.7"	"100"	"0"	"100"	100	100	100	100	NA	NA	NA	NA	NA	NA	"patients with purging bulimia nervosa"	"22 weeks"	22	"immediate after"	0	0	"Temperament and Character Inventory-Revised (TCI-R)"	"Persistence"	"+"	1	0	1	0	0	1	0	"outpatients"	"Purging bulimia nervosa"	4	0	0	0	1	0	0	0	"106.6"	"22.9"	"108.8"	"23.8"	NA	NA	0.0960698689956333	0.0960698689956333	"0.17799999999999999"	"0.87 (Cronbach's a)"	NA	NA	NA	NA	NA	"p-value: ANOVA for mean difference adjusted by age and baseline"
"1125"	1172	91	156	152	"Agüera, Krug, Sànchez, Granero, Peñelo, Penas-Lledó, Jiménez-Murcia, Menchón, & Fernández-Aranda (2012)"	2012	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavior therapy"	"CBT"	0	0	1	0	0	0	0	0	"23.7"	"100"	"0"	"100"	100	100	100	100	NA	NA	NA	NA	NA	NA	"patients with purging bulimia nervosa"	"22 weeks"	22	"immediate after"	0	0	"Temperament and Character Inventory-Revised (TCI-R)"	"Self-directedness"	"+"	1	1	0	0	0	1	0	"outpatients"	"Purging bulimia nervosa"	4	0	0	0	1	0	0	0	"111.2"	"19.2"	"117.3"	"22.4"	NA	NA	0.317708333333333	0.317708333333333	"3.0000000000000001E-3"	"0.87 (Cronbach's a)"	NA	NA	NA	NA	NA	"p-value: ANOVA for mean difference adjusted by age and baseline"
"1126"	1173	91	156	152	"Agüera, Krug, Sànchez, Granero, Peñelo, Penas-Lledó, Jiménez-Murcia, Menchón, & Fernández-Aranda (2012)"	2012	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive behavior therapy"	"CBT"	0	0	1	0	0	0	0	0	"23.7"	"100"	"0"	"100"	100	100	100	100	NA	NA	NA	NA	NA	NA	"patients with purging bulimia nervosa"	"22 weeks"	22	"immediate after"	0	0	"Temperament and Character Inventory-Revised (TCI-R)"	"Cooperativeness"	"+"	1	0	0	0	1	0	0	"outpatients"	"Purging bulimia nervosa"	4	0	0	0	1	0	0	0	"135.4"	"19.8"	"135.9"	"17.399999999999999"	NA	NA	0.0252525252525253	0.0252525252525253	"0.68600000000000005"	"0.87 (Cronbach's a)"	NA	NA	NA	NA	NA	"p-value: ANOVA for mean difference adjusted by age and baseline"
